用例编号,所属产品,所属模块,相关研发需求,用例标题,前置条件,步骤,预期,实际情况,关键词,优先级,用例类型,适用阶段,用例状态,B,R,S,结果,由谁创建,创建日期,最后修改者,修改日期,用例版本,相关用例,附件
,MacOS Monterey,,满足,与期望一致,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
e2.5.2 浏览器测试,,,,,,,,,,,,,,,,,,,,,,,,
不同浏览器版本下系统是否能够正确显示与运行，如IE、火狐、Chrome、360浏览器等浏览器下所有功能是否可以正常运行。,,,,,,,,,,,,,,,,,,,,,,,,
用例编号,用例实施,,期望输出,实际效果,,,,,,,,,,,,,,,,,,,,
,动作,输入,,,,,,,,,,,,,,,,,,,,,,
浏览器的兼容,IE,,支持,低版本不支持,,,,,,,,,,,,,,,,,,,,
,Firefox,,支持,与期望一致,,,,,,,,,,,,,,,,,,,,
,遨游,,支持,与期望一致,,,,,,,,,,,,,,,,,,,,
,火狐,,支持,与期望一致,,,,,,,,,,,,,,,,,,,,
,Chrome,,支持,与期望一致,,,,,,,,,,,,,,,,,,,,
,360浏览器,,支持,与期望一致,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
e2.5.3 分辨率测试,,,,,,,,,,,,,,,,,,,,,,,,
在不同分辨率下系统是否能够正确显示，界面是否美观，如800600、1024768、1280*800等不同分辨率下系统显示是否正常和美观。,,,,,,,,,,,,,,,,,,,,,,,,
用例编号,用例实施,,期望输出,实际效果,,,,,,,,,,,,,,,,,,,,
,动作,输入,,,,,,,,,,,,,,,,,,,,,,
分辨率的兼容,800*600,,清晰,与期望一致,,,,,,,,,,,,,,,,,,,,
,1024*768,,清晰,与期望一致,,,,,,,,,,,,,,,,,,,,
,1280*800,,清晰,与期望一致,,,,,,,,,,,,,,,,,,,,
,1680*1050,,清晰,与期望一致,,,,,,,,,,,,,,,,,,,,
,1980*1080,,清晰,与期望一致,,,,,,,,,,,,,,,,,,,,
白盒测试：,,,,,,,,,,,,,,,,,,,,,,,,
测试标题,优先级（高到低，一到四）,预置条件,测试数据,测试步骤,预期结果,设计者,实际结果,执行者,执行时间,,,,,,,,,,,,,,,
学生端注册登录是否成功,一,完成相应的代码开发（环境：chrome，语言：php）,page/login/login.vue、xieyi.vue,根据源码测试各端口,可以正常注册并登录,燕子,可以正常注册并登录,付晓峰,2021/12/10,,,,,,,,,,,,,,,
学生端首页是否显示正常,一,完成相应的代码开发（环境：chrome，语言：php）,common/icon.css,根据源码测试各端口,首页正常显示,燕子,首页正常显示,付晓峰,2021/12/10,,,,,,,,,,,,,,,
学生端选课中心是否能正常选课,一,完成相应的代码开发（环境：chrome，语言：php）,page/check_class/check_class.vue,根据源码测试各端口,学生选课正常,燕子,学生选课正常,付晓峰,2021/12/10,,,,,,,,,,,,,,,
学生端选课能否正常进入直播课堂,一,完成相应的代码开发（环境：chrome，语言：php）,packageB/live_course_info/live_course_info.vue,根据源码测试各端口,正常进入直播课堂,燕子,正常进入直播课堂,付晓峰,2021/12/10,,,,,,,,,,,,,,,
学生端精选内容是否正常显示,二,完成相应的代码开发（环境：chrome，语言：php）,page/news_detail/news_detail.css、news_detail.vue,根据源码测试各端口,能容可以正常显示,燕子,能容可以正常显示,付晓峰,2021/12/10,,,,,,,,,,,,,,,
学生端个人信息是否能正常修改,二,完成相应的代码开发（环境：chrome，语言：php）,page/my/.DS_Store、my.vue,根据源码测试各端口,个人信息可以正常修改,燕子,个人信息可以正常修改,付晓峰,2021/12/10,,,,,,,,,,,,,,,
讲师端注册登录是否成功,二,完成相应的代码开发（环境：chrome，语言：php）,page/login/login.vue、xieyi.vue,根据源码测试各端口,讲师端可以正常注册并登录,燕子,讲师端可以正常注册并登录,付晓峰,2021/12/10,,,,,,,,,,,,,,,
讲师端首页是否显示正常,二,完成相应的代码开发（环境：chrome，语言：php）,page/teacher/teacher.vue,根据源码测试各端口,讲师端首页可以正常显示,燕子,讲师端首页可以正常显示,付晓峰,2021/12/10,,,,,,,,,,,,,,,
讲师端选课能否正常开始课堂直播,二,完成相应的代码开发（环境：chrome，语言：php）,packageB/live-info/live-info.nvue,根据源码测试各端口,正常开始课堂直播,燕子,正常开始课堂直播,付晓峰,2021/12/10,,,,,,,,,,,,,,,
讲师端个人信息是否能正常修改,二,完成相应的代码开发（环境：chrome，语言：php）,page/teacherinfo/teacherinfo.vue,根据源码测试各端口,正常修改讲师个人信息,燕子,正常修改讲师个人信息,付晓峰,2021/12/10,,,,,,,,,,,,,,,
后台端登录是否成功,二,完成相应的代码开发（环境：chrome，语言：php）,page/login/login.vue、xieyi.vue,根据源码测试各端口,后台端可以正常登录,燕子,后台端可以正常登录,付晓峰,2021/12/10,,,,,,,,,,,,,,,
后台端用户管理是否正常,二,完成相应的代码开发（环境：chrome，语言：php）,user-list/user-list.vue,根据源码测试各端口,后台端可以正常管理用户,燕子,后台端可以正常管理用户,付晓峰,2021/12/10,,,,,,,,,,,,,,,
后台端内容管理是否正常,二,完成相应的代码开发（环境：chrome，语言：php）,content-more/content-more.vue,根据源码测试各端口,后台端可以正常进行内容管理,燕子,后台端可以正常进行内容管理,付晓峰,2021/12/10,,,,,,,,,,,,,,,
后台端推送是否正常,二,完成相应的代码开发（环境：chrome，语言：php）,page/content-more.vue,根据源码测试各端口,后台端可以正常推送内容,燕子,后台端可以正常推送内容,付晓峰,2021/12/10,,,,,,,,,,,,,,,
不同端口的网页能否分别适应不同分辨率,四,完成相应的代码开发（环境：chrome，语言：php）,uni.css、pages.json,根据源码测试各端口,可以通过改变窗口大小自动适应分辨率,燕子,可以通过改变窗口大小自动适应分辨率,付晓峰,2021/12/10,,,,,,,,,,,,,,,
